CustomerID,R_Score,F_Score,M_Score,RFM_Score,Cluster
15467,1.0,2,2,122.0,4
16298,1.0,1,2,112.0,4
14790,1.0,2,3,123.0,1
16309,1.0,1,3,113.0,4
13104,1.0,3,3,133.0,1
12939,1.0,3,4,134.0,1
18097,1.0,3,4,134.0,1
15433,1.0,1,2,112.0,4
14451,1.0,1,3,113.0,4
15864,1.0,3,4,134.0,1
17521,1.0,2,3,123.0,1
17768,1.0,1,4,114.0,1
15656,1.0,2,3,123.0,1
14127,1.0,1,3,113.0,4
17738,1.0,2,4,124.0,1
16654,1.0,2,2,122.0,4
15014,1.0,1,1,111.0,4
13804,1.0,3,4,134.0,1
14390,1.0,3,4,134.0,1
17446,1.0,1,1,111.0,4
17979,1.0,2,3,123.0,1
15696,1.0,3,4,134.0,1
14257,1.0,3,4,134.0,1
13675,1.0,1,2,112.0,4
16418,1.0,1,3,113.0,4
15861,1.0,3,4,134.0,1
13735,1.0,3,4,134.0,1
12363,1.0,1,2,112.0,4
17211,1.0,3,4,134.0,1
18190,1.0,1,1,111.0,4
14221,1.0,3,4,134.0,1
16163,1.0,1,2,112.0,4
16261,1.0,2,3,123.0,1
17351,1.0,1,2,112.0,4
12359,1.0,3,4,134.0,1
14477,1.0,2,3,123.0,1
18101,1.0,1,1,111.0,4
16550,1.0,3,4,134.0,1
14088,1.0,3,4,134.0,1
12609,1.0,1,3,113.0,4
14401,1.0,3,4,134.0,1
17571,1.0,2,3,123.0,1
14931,1.0,3,3,133.0,1
13138,1.0,3,3,133.0,1
13972,1.0,1,1,111.0,4
15363,1.0,1,2,112.0,4
13489,1.0,2,2,122.0,4
17460,1.0,3,2,132.0,1
14483,1.0,1,1,111.0,4
13340,1.0,3,4,134.0,1
16788,1.0,1,2,112.0,4
15550,1.0,2,2,122.0,4
15206,1.0,2,2,122.0,4
12477,1.0,3,4,134.0,1
13405,1.0,1,2,112.0,4
16552,1.0,1,2,112.0,4
16186,1.0,3,4,134.0,1
14013,1.0,1,2,112.0,4
13632,1.0,3,4,134.0,1
16571,1.0,2,3,123.0,1
13330,1.0,1,3,113.0,4
17002,1.0,2,3,123.0,1
15133,1.0,1,3,113.0,4
16008,1.0,1,2,112.0,4
13141,1.0,3,4,134.0,1
17090,1.0,3,4,134.0,1
12716,1.0,1,3,113.0,4
15955,1.0,3,4,134.0,1
18008,1.0,3,4,134.0,1
16954,1.0,3,4,134.0,1
13761,1.0,1,3,113.0,4
17179,1.0,1,3,113.0,4
18263,1.0,2,3,123.0,1
16690,1.0,1,1,111.0,4
12468,1.0,1,3,113.0,4
14226,1.0,3,4,134.0,1
18016,1.0,2,3,123.0,1
17190,1.0,1,1,111.0,4
15530,1.0,2,3,123.0,1
13555,1.0,2,4,124.0,1
14215,1.0,3,4,134.0,1
16357,1.0,1,3,113.0,4
16671,1.0,1,4,114.0,1
12823,1.0,2,4,124.0,1
14819,1.0,1,1,111.0,4
17085,1.0,3,3,133.0,1
15755,1.0,3,4,134.0,1
14389,1.0,2,3,123.0,1
12432,1.0,2,4,124.0,1
16389,1.0,2,3,123.0,1
17722,1.0,3,4,134.0,1
13026,1.0,3,3,133.0,1
13655,1.0,1,3,113.0,4
17101,1.0,2,4,124.0,1
14289,1.0,3,3,133.0,1
12937,1.0,2,3,123.0,1
13636,1.0,3,3,133.0,1
15065,1.0,3,4,134.0,1
17043,1.0,2,4,124.0,1
18177,1.0,3,3,133.0,1
12388,1.0,3,4,134.0,1
15038,1.0,3,3,133.0,1
12798,1.0,1,4,114.0,1
17029,1.0,1,3,113.0,4
13425,1.0,1,4,114.0,1
14264,1.0,1,2,112.0,4
16520,1.0,2,3,123.0,1
14167,1.0,2,2,122.0,4
16229,1.0,1,3,113.0,4
15675,1.0,1,2,112.0,4
14739,1.0,3,4,134.0,1
14963,1.0,2,3,123.0,1
15785,1.0,3,4,134.0,1
13283,1.0,1,1,111.0,4
16612,1.0,2,3,123.0,1
14201,1.0,3,3,133.0,1
17282,1.0,1,4,114.0,1
13941,1.0,3,4,134.0,1
16657,1.0,2,3,123.0,1
13527,1.0,3,4,134.0,1
13750,1.0,2,4,124.0,1
12438,1.0,1,4,114.0,1
14006,1.0,1,3,113.0,4
16364,1.0,1,3,113.0,4
15646,1.0,2,2,122.0,4
13529,1.0,1,2,112.0,4
15228,1.0,2,4,124.0,1
15555,1.0,3,4,134.0,1
17147,1.0,3,4,134.0,1
15237,1.0,2,3,123.0,1
14515,1.0,3,4,134.0,1
13048,1.0,2,4,124.0,1
16572,1.0,2,3,123.0,1
15679,1.0,2,3,123.0,1
16456,1.0,2,4,124.0,1
12480,1.0,2,4,124.0,1
16245,1.0,2,3,123.0,1
17218,1.0,3,4,134.0,1
16996,1.0,3,3,133.0,1
16034,1.0,1,2,112.0,4
15865,1.0,1,3,113.0,4
15146,1.0,1,3,113.0,4
13313,1.0,2,3,123.0,1
18242,1.0,2,4,124.0,1
12871,1.0,1,2,112.0,4
15984,1.0,3,4,134.0,1
14546,1.0,3,4,134.0,1
16062,1.0,2,3,123.0,1
17603,1.0,2,1,121.0,4
16948,1.0,1,2,112.0,4
12456,1.0,2,4,124.0,1
12620,1.0,1,3,113.0,4
13453,1.0,1,2,112.0,4
13946,1.0,1,2,112.0,4
14481,1.0,1,2,112.0,4
17463,1.0,3,4,134.0,1
14030,1.0,3,4,134.0,1
16511,1.0,1,3,113.0,4
13013,1.0,3,4,134.0,1
17869,1.0,2,2,122.0,4
15835,1.0,2,3,123.0,1
13316,1.0,2,4,124.0,1
14862,1.0,1,3,113.0,4
13203,1.0,2,3,123.0,1
17530,1.0,3,4,134.0,1
17931,1.0,1,2,112.0,4
12592,1.0,1,2,112.0,4
18155,1.0,2,2,122.0,4
18252,1.0,1,2,112.0,4
17898,1.0,1,1,111.0,4
12463,1.0,3,3,133.0,1
15270,1.0,3,4,134.0,1
14535,1.0,2,4,124.0,1
14506,1.0,2,4,124.0,1
14206,1.0,1,2,112.0,4
17169,1.0,2,3,123.0,1
17228,1.0,3,4,134.0,1
16940,1.0,1,4,114.0,1
15841,1.0,3,3,133.0,1
13110,1.0,3,3,133.0,1
17682,1.0,3,4,134.0,1
15582,1.0,1,3,113.0,4
16040,1.0,1,3,113.0,4
16728,1.0,2,3,123.0,1
15246,1.0,1,2,112.0,4
14748,1.0,3,3,133.0,1
14759,1.0,1,4,114.0,1
17470,1.0,2,3,123.0,1
12778,1.0,3,3,133.0,1
17047,1.0,1,3,113.0,4
14841,1.0,3,4,134.0,1
14859,1.0,2,3,123.0,1
13317,1.0,3,4,134.0,1
13870,1.0,3,4,134.0,1
12759,1.0,1,3,113.0,4
17410,1.0,2,3,123.0,1
13221,1.0,1,3,113.0,4
14702,1.0,3,4,134.0,1
16907,1.0,2,3,123.0,1
13849,1.0,1,3,113.0,4
15806,1.0,1,3,113.0,4
17596,1.0,3,4,134.0,1
15687,1.0,3,4,134.0,1
14083,1.0,3,3,133.0,1
16327,1.0,3,4,134.0,1
16206,1.0,2,2,122.0,4
14875,1.0,2,3,123.0,1
16218,1.0,3,4,134.0,1
17213,1.0,3,4,134.0,1
13588,1.0,3,4,134.0,1
17096,1.0,3,3,133.0,1
14609,1.0,2,2,122.0,4
14645,1.0,1,2,112.0,4
14719,1.0,3,3,133.0,1
13309,1.0,2,3,123.0,1
17063,1.0,3,3,133.0,1
14162,1.0,1,1,111.0,4
17042,1.0,2,3,123.0,1
17754,1.0,3,4,134.0,1
16966,1.0,3,4,134.0,1
12987,1.0,1,2,112.0,4
12928,1.0,2,4,124.0,1
13115,1.0,3,4,134.0,1
15493,1.0,3,4,134.0,1
12523,1.0,3,4,134.0,1
14867,1.0,2,3,123.0,1
13650,1.0,3,4,134.0,1
16473,1.0,2,2,122.0,4
13373,1.0,1,4,114.0,1
18145,1.0,2,4,124.0,1
17058,1.0,1,3,113.0,4
17625,1.0,2,4,124.0,1
12679,1.0,3,3,133.0,1
16503,1.0,2,3,123.0,1
15671,1.0,3,4,134.0,1
16859,1.0,2,2,122.0,4
17584,1.0,1,3,113.0,4
13184,1.0,3,4,134.0,1
12494,1.0,3,3,133.0,1
17579,1.0,2,2,122.0,4
13821,1.0,1,2,112.0,4
13131,1.0,2,3,123.0,1
16369,1.0,1,3,113.0,4
16624,1.0,1,3,113.0,4
14691,1.0,2,4,124.0,1
18062,1.0,1,3,113.0,4
17990,1.0,1,2,112.0,4
16009,1.0,2,3,123.0,1
17519,1.0,3,4,134.0,1
13659,1.0,1,3,113.0,4
17175,1.0,2,3,123.0,1
15860,1.0,3,3,133.0,1
14320,1.0,1,2,112.0,4
14475,1.0,3,3,133.0,1
14970,1.0,2,3,123.0,1
17287,1.0,3,3,133.0,1
16293,1.0,3,4,134.0,1
12589,1.0,1,2,112.0,4
12490,1.0,3,4,134.0,1
14004,1.0,3,4,134.0,1
15894,1.0,1,1,111.0,4
13802,1.0,3,4,134.0,1
16987,1.0,3,4,134.0,1
12935,1.0,3,4,134.0,1
16709,2.0,2,4,224.0,3
15296,2.0,3,4,234.0,3
15916,2.0,3,3,233.0,3
15874,2.0,3,4,234.0,3
18127,2.0,1,2,212.0,2
12957,2.0,3,4,234.0,3
15780,2.0,1,2,212.0,2
14507,2.0,3,3,233.0,3
18282,2.0,1,1,211.0,2
14656,2.0,1,1,211.0,2
15182,2.0,1,2,212.0,2
17015,2.0,1,4,214.0,3
13137,2.0,3,4,234.0,3
16869,2.0,2,3,223.0,3
13334,2.0,1,4,214.0,3
13771,2.0,2,4,224.0,3
16557,2.0,1,1,211.0,2
14803,2.0,1,3,213.0,2
17966,2.0,2,3,223.0,3
13324,2.0,3,4,234.0,3
15353,2.0,1,3,213.0,2
12481,2.0,3,4,234.0,3
16566,2.0,3,2,232.0,3
15203,2.0,3,4,234.0,3
18173,2.0,2,4,224.0,3
17616,2.0,1,2,212.0,2
17375,2.0,2,2,222.0,2
12694,2.0,1,3,213.0,2
15673,2.0,2,4,224.0,3
12643,2.0,3,4,234.0,3
16250,2.0,1,2,212.0,2
15750,2.0,3,4,234.0,3
13410,2.0,3,3,233.0,3
16205,2.0,2,3,223.0,3
13741,2.0,2,3,223.0,3
15716,2.0,2,3,223.0,3
15288,2.0,2,4,224.0,3
16126,2.0,2,4,224.0,3
16007,2.0,2,4,224.0,3
12483,2.0,3,4,234.0,3
18161,2.0,3,4,234.0,3
15730,2.0,2,3,223.0,3
14834,2.0,3,4,234.0,3
15840,2.0,1,2,212.0,2
16475,2.0,2,2,222.0,2
18202,2.0,1,3,213.0,2
16493,2.0,3,3,233.0,3
14658,2.0,1,1,211.0,2
16919,2.0,3,4,234.0,3
16462,2.0,2,1,221.0,2
12705,2.0,3,4,234.0,3
16010,2.0,1,2,212.0,2
13481,2.0,3,4,234.0,3
17227,2.0,3,3,233.0,3
14479,2.0,1,2,212.0,2
15628,2.0,3,4,234.0,3
17340,2.0,3,4,234.0,3
13397,2.0,3,3,233.0,3
14211,2.0,3,4,234.0,3
16755,2.0,2,3,223.0,3
14898,2.0,3,3,233.0,3
16877,2.0,3,3,233.0,3
15289,2.0,2,3,223.0,3
17700,2.0,3,4,234.0,3
18079,2.0,2,4,224.0,3
16341,2.0,3,4,234.0,3
16041,2.0,1,4,214.0,3
17088,2.0,2,4,224.0,3
12530,2.0,2,4,224.0,3
14220,2.0,1,2,212.0,2
15032,2.0,2,4,224.0,3
18135,2.0,2,3,223.0,3
17819,2.0,3,4,234.0,3
14842,2.0,3,4,234.0,3
12924,2.0,2,3,223.0,3
13269,2.0,3,4,234.0,3
14209,2.0,3,4,234.0,3
12645,2.0,2,4,224.0,3
12528,2.0,3,4,234.0,3
16239,2.0,1,2,212.0,2
16308,2.0,2,4,224.0,3
16235,2.0,3,3,233.0,3
17889,2.0,1,1,211.0,2
16873,2.0,3,4,234.0,3
12948,2.0,3,4,234.0,3
17863,2.0,3,4,234.0,3
15181,2.0,2,3,223.0,3
13782,2.0,3,3,233.0,3
14541,2.0,3,3,233.0,3
13649,2.0,1,2,212.0,2
15482,2.0,3,4,234.0,3
13192,2.0,1,3,213.0,2
16455,2.0,3,4,234.0,3
13230,2.0,3,4,234.0,3
15694,2.0,3,4,234.0,3
14880,2.0,1,3,213.0,2
15214,2.0,3,4,234.0,3
14766,2.0,3,4,234.0,3
17364,2.0,3,4,234.0,3
15910,2.0,3,3,233.0,3
17059,2.0,2,4,224.0,3
16871,2.0,3,4,234.0,3
16325,2.0,2,2,222.0,2
17069,2.0,3,4,234.0,3
14517,2.0,1,2,212.0,2
18071,2.0,1,2,212.0,2
14503,2.0,3,4,234.0,3
14246,2.0,1,3,213.0,2
13240,2.0,2,3,223.0,3
18150,2.0,1,2,212.0,2
14493,2.0,3,4,234.0,3
15240,2.0,3,4,234.0,3
14690,2.0,1,2,212.0,2
12380,2.0,2,4,224.0,3
16081,2.0,2,4,224.0,3
15834,2.0,3,4,234.0,3
13220,2.0,2,3,223.0,3
15747,2.0,1,3,213.0,2
12567,2.0,3,4,234.0,3
13418,2.0,3,4,234.0,3
14572,2.0,3,4,234.0,3
18219,2.0,3,4,234.0,3
17054,2.0,3,3,233.0,3
12451,2.0,3,4,234.0,3
17419,2.0,3,4,234.0,3
14524,2.0,3,4,234.0,3
17426,2.0,3,4,234.0,3
14342,2.0,3,2,232.0,3
13038,2.0,1,3,213.0,2
17861,2.0,3,4,234.0,3
12684,2.0,3,4,234.0,3
14135,2.0,3,4,234.0,3
16365,2.0,3,3,233.0,3
12962,2.0,1,1,211.0,2
14159,2.0,3,4,234.0,3
15502,2.0,3,4,234.0,3
14214,2.0,3,3,233.0,3
14513,2.0,2,2,222.0,2
17114,2.0,3,3,233.0,3
14224,2.0,2,3,223.0,3
14959,2.0,2,3,223.0,3
17372,2.0,3,3,233.0,3
16906,2.0,2,2,222.0,2
15376,2.0,1,3,213.0,2
14716,2.0,1,2,212.0,2
14522,2.0,2,3,223.0,3
16419,2.0,3,3,233.0,3
15036,2.0,1,2,212.0,2
15570,2.0,3,4,234.0,3
15483,2.0,2,1,221.0,2
16203,2.0,2,2,222.0,2
13956,2.0,2,3,223.0,3
18170,2.0,1,3,213.0,2
17888,2.0,3,2,232.0,3
12455,2.0,3,4,234.0,3
13139,2.0,3,4,234.0,3
13837,2.0,1,1,211.0,2
14256,2.0,1,3,213.0,2
13509,2.0,3,3,233.0,3
12457,2.0,3,4,234.0,3
14307,2.0,3,4,234.0,3
13647,2.0,2,4,224.0,3
17027,2.0,3,3,233.0,3
15021,2.0,3,4,234.0,3
17769,2.0,3,4,234.0,3
16402,2.0,1,2,212.0,2
17516,2.0,2,3,223.0,3
15712,2.0,2,3,223.0,3
17873,2.0,3,4,234.0,3
16225,2.0,2,3,223.0,3
13562,2.0,1,4,214.0,3
17921,2.0,2,3,223.0,3
12744,2.0,3,4,234.0,3
13320,2.0,3,3,233.0,3
16143,2.0,3,4,234.0,3
13376,2.0,1,3,213.0,2
12721,2.0,3,4,234.0,3
17345,2.0,2,2,222.0,2
16968,2.0,1,2,212.0,2
14223,2.0,2,3,223.0,3
15518,2.0,3,4,234.0,3
14077,2.0,2,2,222.0,2
12909,2.0,3,4,234.0,3
15622,2.0,3,4,234.0,3
15973,2.0,1,1,211.0,2
14626,2.0,3,4,234.0,3
13824,2.0,2,4,224.0,3
12981,2.0,1,2,212.0,2
17774,2.0,2,3,223.0,3
18092,2.0,3,4,234.0,3
13835,2.0,2,3,223.0,3
12695,2.0,2,2,222.0,2
16358,2.0,2,4,224.0,3
13266,2.0,3,4,234.0,3
15722,2.0,3,4,234.0,3
13865,2.0,2,2,222.0,2
17133,2.0,3,4,234.0,3
16057,2.0,3,4,234.0,3
16637,2.0,2,3,223.0,3
14426,2.0,3,4,234.0,3
16942,2.0,3,4,234.0,3
17162,2.0,3,4,234.0,3
13654,2.0,3,4,234.0,3
12516,2.0,1,3,213.0,2
16652,2.0,3,4,234.0,3
17706,2.0,3,4,234.0,3
17686,2.0,3,4,234.0,3
18064,2.0,1,3,213.0,2
14672,2.0,1,3,213.0,2
16668,2.0,3,2,232.0,3
12689,2.0,1,3,213.0,2
13242,2.0,1,1,211.0,2
14341,2.0,3,4,234.0,3
12670,2.0,3,4,234.0,3
13427,2.0,1,2,212.0,2
15797,2.0,2,4,224.0,3
17648,2.0,2,4,224.0,3
12787,2.0,1,2,212.0,2
15045,2.0,1,2,212.0,2
13593,2.0,3,4,234.0,3
16086,2.0,3,3,233.0,3
15602,2.0,3,3,233.0,3
14282,2.0,3,4,234.0,3
12844,2.0,1,2,212.0,2
14936,2.0,3,4,234.0,3
12406,2.0,1,4,214.0,3
16992,2.0,3,3,233.0,3
14276,2.0,2,3,223.0,3
13995,2.0,3,3,233.0,3
17284,2.0,3,4,234.0,3
16255,2.0,3,4,234.0,3
12556,2.0,1,2,212.0,2
13117,2.0,3,3,233.0,3
14285,2.0,2,4,224.0,3
15051,2.0,1,3,213.0,2
12484,2.0,3,4,234.0,3
15301,2.0,3,4,234.0,3
14903,2.0,3,4,234.0,3
13491,2.0,3,3,233.0,3
13305,2.0,3,4,234.0,3
12397,2.0,1,4,214.0,3
14395,2.0,3,4,234.0,3
16224,2.0,2,3,223.0,3
15752,2.0,3,4,234.0,3
16242,2.0,3,4,234.0,3
16232,2.0,2,3,223.0,3
14383,2.0,1,3,213.0,2
17400,2.0,2,4,224.0,3
15494,2.0,1,3,213.0,2
13461,2.0,1,3,213.0,2
12585,2.0,2,4,224.0,3
13515,2.0,2,3,223.0,3
16326,2.0,3,4,234.0,3
16998,2.0,3,1,231.0,3
16444,2.0,2,2,222.0,2
15998,2.0,3,4,234.0,3
14227,2.0,3,4,234.0,3
14422,2.0,3,4,234.0,3
15449,2.0,2,3,223.0,3
13873,2.0,2,2,222.0,2
13451,2.0,3,4,234.0,3
13984,2.0,3,2,232.0,3
16837,2.0,3,4,234.0,3
12726,2.0,3,4,234.0,3
13888,2.0,1,2,212.0,2
13162,2.0,2,4,224.0,3
15596,2.0,3,3,233.0,3
15093,2.0,3,4,234.0,3
12669,2.0,2,3,223.0,3
17659,2.0,3,4,234.0,3
17560,2.0,2,3,223.0,3
13209,2.0,3,4,234.0,3
12500,2.0,3,4,234.0,3
13983,2.0,3,4,234.0,3
15271,2.0,3,4,234.0,3
16714,2.0,2,3,223.0,3
12524,2.0,3,4,234.0,3
17892,2.0,1,1,211.0,2
14064,2.0,3,3,233.0,3
15811,2.0,3,4,234.0,3
13669,2.0,1,1,211.0,2
15996,2.0,3,3,233.0,3
16762,2.0,1,3,213.0,2
13901,2.0,2,4,224.0,3
14692,2.0,2,2,222.0,2
12897,2.0,1,1,211.0,2
13134,2.0,3,4,234.0,3
14820,2.0,2,2,222.0,2
13662,2.0,3,3,233.0,3
13725,2.0,3,4,234.0,3
17302,2.0,3,3,233.0,3
12993,2.0,2,2,222.0,2
15749,2.0,2,4,224.0,3
12423,2.0,3,4,234.0,3
12714,2.0,2,4,224.0,3
18235,2.0,1,4,214.0,3
12599,2.0,3,3,233.0,3
12625,2.0,1,4,214.0,3
17191,2.0,3,4,234.0,3
14085,2.0,3,4,234.0,3
16750,2.0,2,2,222.0,2
16210,2.0,3,4,234.0,3
16188,2.0,2,3,223.0,3
16515,2.0,2,4,224.0,3
17527,2.0,3,3,233.0,3
17734,2.0,1,3,213.0,2
15267,2.0,2,4,224.0,3
17159,2.0,2,3,223.0,3
18065,2.0,3,4,234.0,3
17402,2.0,3,4,234.0,3
16875,2.0,3,4,234.0,3
15139,2.0,1,1,211.0,2
13189,2.0,1,1,211.0,2
12615,2.0,2,4,224.0,3
13208,2.0,3,3,233.0,3
15690,2.0,1,1,211.0,2
17472,2.0,1,3,213.0,2
17338,2.0,3,4,234.0,3
13975,2.0,3,4,234.0,3
14818,2.0,1,3,213.0,2
15527,2.0,3,4,234.0,3
14188,2.0,3,4,234.0,3
13763,2.0,1,4,214.0,3
16434,2.0,3,3,233.0,3
14976,2.0,3,3,233.0,3
13265,2.0,2,4,224.0,3
17398,2.0,1,3,213.0,2
16621,2.0,2,3,223.0,3
17667,2.0,2,4,224.0,3
14505,2.0,3,4,234.0,3
12560,2.0,2,4,224.0,3
17673,2.0,3,4,234.0,3
14312,2.0,3,3,233.0,3
18171,2.0,3,3,233.0,3
16019,2.0,3,4,234.0,3
17277,2.0,1,3,213.0,2
17604,2.0,1,2,212.0,2
15132,2.0,2,3,223.0,3
15400,2.0,3,3,233.0,3
15382,2.0,3,4,234.0,3
13157,2.0,2,4,224.0,3
16969,2.0,1,3,213.0,2
16139,2.0,1,2,212.0,2
12717,2.0,1,3,213.0,2
15117,2.0,3,3,233.0,3
12535,2.0,1,3,213.0,2
14869,2.0,1,3,213.0,2
14733,2.0,3,4,234.0,3
13507,2.0,2,4,224.0,3
13426,2.0,3,4,234.0,3
15370,2.0,3,4,234.0,3
15708,2.0,3,4,234.0,3
17692,2.0,2,3,223.0,3
13198,2.0,3,4,234.0,3
13658,2.0,3,4,234.0,3
17781,2.0,1,1,211.0,2
14466,2.0,3,4,234.0,3
14745,2.0,3,3,233.0,3
13081,2.0,3,4,234.0,3
13058,2.0,1,1,211.0,2
12843,2.0,3,4,234.0,3
16330,2.0,2,1,221.0,2
17655,2.0,3,4,234.0,3
15506,2.0,1,3,213.0,2
17858,2.0,3,4,234.0,3
16012,2.0,1,3,213.0,2
17268,2.0,2,3,223.0,3
16889,2.0,1,3,213.0,2
17585,2.0,2,3,223.0,3
15764,2.0,3,4,234.0,3
16394,2.0,3,3,233.0,3
15373,2.0,3,4,234.0,3
16059,2.0,3,3,233.0,3
13577,2.0,2,4,224.0,3
12836,2.0,2,4,224.0,3
18077,2.0,3,4,234.0,3
18069,2.0,3,4,234.0,3
13151,2.0,1,3,213.0,2
13456,2.0,3,4,234.0,3
12749,2.0,3,4,234.0,3
12753,2.0,3,4,234.0,3
13538,2.0,3,3,233.0,3
16241,2.0,3,4,234.0,3
12633,2.0,2,4,224.0,3
16131,2.0,3,4,234.0,3
15535,2.0,3,2,232.0,3
17386,2.0,3,4,234.0,3
16182,2.0,2,4,224.0,3
12766,2.0,3,4,234.0,3
17204,2.0,3,3,233.0,3
13381,2.0,3,4,234.0,3
18018,2.0,1,1,211.0,2
14973,2.0,1,3,213.0,2
14210,2.0,3,4,234.0,3
16409,2.0,2,4,224.0,3
15434,2.0,3,3,233.0,3
17045,2.0,1,2,212.0,2
13224,2.0,1,4,214.0,3
17696,2.0,3,4,234.0,3
15756,2.0,2,2,222.0,2
12857,2.0,1,3,213.0,2
14242,2.0,1,1,211.0,2
14878,2.0,3,3,233.0,3
12727,2.0,3,4,234.0,3
15544,2.0,3,4,234.0,3
16791,2.0,3,4,234.0,3
15122,2.0,3,3,233.0,3
17490,2.0,3,4,234.0,3
13277,2.0,2,1,221.0,2
14404,2.0,3,3,233.0,3
14883,2.0,3,3,233.0,3
17634,2.0,3,4,234.0,3
18178,2.0,3,3,233.0,3
15727,2.0,3,4,234.0,3
12664,2.0,3,4,234.0,3
17050,2.0,3,4,234.0,3
15952,2.0,2,3,223.0,3
12502,2.0,2,4,224.0,3
14669,2.0,1,3,213.0,2
12700,2.0,3,4,234.0,3
14161,2.0,1,3,213.0,2
15643,2.0,3,2,232.0,3
12647,2.0,3,4,234.0,3
14770,2.0,1,3,213.0,2
17589,2.0,2,4,224.0,3
12598,2.0,3,4,234.0,3
12347,2.0,3,4,234.0,3
17314,2.0,3,4,234.0,3
17930,2.0,2,4,224.0,3
16686,2.0,3,4,234.0,3
13476,2.0,2,3,223.0,3
12593,2.0,1,2,212.0,2
12991,2.0,1,2,212.0,2
13590,2.0,3,4,234.0,3
14078,2.0,3,3,233.0,3
13988,2.0,3,4,234.0,3
16109,2.0,1,2,212.0,2
15584,2.0,2,3,223.0,3
16053,2.0,1,3,213.0,2
15644,2.0,2,3,223.0,3
14997,2.0,2,2,222.0,2
12360,2.0,1,4,214.0,3
15768,2.0,2,2,222.0,2
16099,2.0,1,3,213.0,2
17965,2.0,3,4,234.0,3
16983,2.0,3,4,234.0,3
15938,2.0,2,2,222.0,2
13021,2.0,3,4,234.0,3
12375,2.0,1,2,212.0,2
14016,2.0,2,4,224.0,3
17091,2.0,3,4,234.0,3
13911,2.0,3,4,234.0,3
15669,2.0,2,3,223.0,3
13500,2.0,2,3,223.0,3
14145,2.0,2,4,224.0,3
12472,2.0,3,4,234.0,3
12576,2.0,3,3,233.0,3
18055,2.0,3,4,234.0,3
13027,2.0,3,4,234.0,3
14561,2.0,1,3,213.0,2
17194,2.0,1,1,211.0,2
15304,2.0,3,3,233.0,3
13643,2.0,1,2,212.0,2
16719,2.0,3,4,234.0,3
13681,2.0,2,3,223.0,3
16592,2.0,3,4,234.0,3
13497,2.0,1,2,212.0,2
17867,2.0,3,2,232.0,3
17193,2.0,3,4,234.0,3
18265,2.0,1,3,213.0,2
15416,2.0,2,4,224.0,3
12428,2.0,3,4,234.0,3
13743,2.0,3,3,233.0,3
12755,2.0,2,4,224.0,3
14502,2.0,3,4,234.0,3
15104,2.0,1,3,213.0,2
12697,2.0,2,3,223.0,3
15971,2.0,3,4,234.0,3
17795,2.0,1,2,212.0,2
15734,2.0,1,3,213.0,2
15796,2.0,3,4,234.0,3
16775,2.0,3,4,234.0,3
12584,2.0,3,4,234.0,3
13533,2.0,1,1,211.0,2
17017,2.0,3,4,234.0,3
17690,2.0,3,4,234.0,3
14573,2.0,3,3,233.0,3
17567,2.0,3,4,234.0,3
14315,2.0,3,4,234.0,3
15547,2.0,3,4,234.0,3
15265,2.0,1,3,213.0,2
14388,2.0,3,4,234.0,3
14408,2.0,3,4,234.0,3
13791,2.0,1,3,213.0,2
14177,2.0,2,2,222.0,2
13908,2.0,2,4,224.0,3
12693,2.0,3,3,233.0,3
16431,2.0,1,2,212.0,2
12464,2.0,3,3,233.0,3
13700,2.0,3,4,234.0,3
14273,2.0,2,2,222.0,2
12407,2.0,2,4,224.0,3
13268,2.0,3,4,234.0,3
15561,2.0,2,3,223.0,3
15932,2.0,3,4,234.0,3
16743,2.0,3,4,234.0,3
16466,2.0,3,3,233.0,3
13466,2.0,1,2,212.0,2
14720,2.0,1,3,213.0,2
13282,2.0,3,3,233.0,3
17994,2.0,3,2,232.0,3
17646,2.0,2,3,223.0,3
17637,2.0,1,2,212.0,2
16045,2.0,2,3,223.0,3
14062,2.0,3,4,234.0,3
17368,2.0,3,3,233.0,3
12656,2.0,3,4,234.0,3
14696,2.0,3,4,234.0,3
14262,2.0,3,4,234.0,3
12818,2.0,1,3,213.0,2
14765,2.0,1,1,211.0,2
13842,2.0,3,4,234.0,3
14452,2.0,1,1,211.0,2
16915,2.0,3,2,232.0,3
17144,2.0,1,3,213.0,2
14461,2.0,1,4,214.0,3
16710,2.0,3,4,234.0,3
12947,2.0,3,3,233.0,3
12949,2.0,3,4,234.0,3
15854,2.0,3,4,234.0,3
12547,2.0,1,1,211.0,2
18204,2.0,2,4,224.0,3
16628,2.0,3,4,234.0,3
12414,2.0,1,2,212.0,2
13232,2.0,3,3,233.0,3
17365,2.0,3,4,234.0,3
16214,2.0,1,3,213.0,2
17377,2.0,3,4,234.0,3
14418,2.0,1,4,214.0,3
13225,2.0,3,4,234.0,3
14828,2.0,1,4,214.0,3
15150,2.0,3,4,234.0,3
14250,2.0,1,4,214.0,3
15660,2.0,3,3,233.0,3
14344,2.0,3,3,233.0,3
17440,2.0,2,1,221.0,2
12637,2.0,3,4,234.0,3
16477,2.0,3,4,234.0,3
14235,2.0,3,4,234.0,3
18094,2.0,3,4,234.0,3
16449,2.0,1,3,213.0,2
15253,2.0,3,3,233.0,3
16359,2.0,3,3,233.0,3
13037,2.0,1,3,213.0,2
17629,2.0,3,4,234.0,3
12571,2.0,1,2,212.0,2
16258,2.0,2,4,224.0,3
